run_num,metric,distance
0,three_gram_distance,0.5513948698745553
0,two_gram_distance,0.41785356068204615
0,absolute_event_distribution,890.2424677436716
0,relative_event_distribution,86.62055722229468
0,circadian_event_distribution,4.91137208251134
0,arrival_event_distribution,940.0505617977528
0,cycle_time_distribution,728.685393258427
1,three_gram_distance,0.5506674186877233
1,two_gram_distance,0.41204916381221035
1,absolute_event_distribution,864.4772827956579
1,relative_event_distribution,85.52752981423441
1,circadian_event_distribution,4.815813786999017
1,arrival_event_distribution,939.7752808988764
1,cycle_time_distribution,635.2415730337079
2,three_gram_distance,0.5528136100205646
2,two_gram_distance,0.4051672341277789
2,absolute_event_distribution,860.0052243754441
2,relative_event_distribution,97.31160189369328
2,circadian_event_distribution,4.764112273290418
2,arrival_event_distribution,939.9606741573034
2,cycle_time_distribution,716.4101123595506
3,three_gram_distance,0.5398761493713642
3,two_gram_distance,0.41443796501105973
3,absolute_event_distribution,869.5452882506588
3,relative_event_distribution,90.55802726968123
3,circadian_event_distribution,4.888047789690871
3,arrival_event_distribution,939.9213483146068
3,cycle_time_distribution,641.7078651685395
4,three_gram_distance,0.5636631656532154
4,two_gram_distance,0.4206270952474857
4,absolute_event_distribution,886.6802029437315
4,relative_event_distribution,90.95571764918228
4,circadian_event_distribution,4.611678957066243
4,arrival_event_distribution,953.1741573033707
4,cycle_time_distribution,647.6685393258427
5,three_gram_distance,0.5428464977645305
5,two_gram_distance,0.4030327214684757
5,absolute_event_distribution,918.8868455324564
5,relative_event_distribution,75.64186131649703
5,circadian_event_distribution,4.710883386521008
5,arrival_event_distribution,962.4269662921347
5,cycle_time_distribution,673.5617977528091
6,three_gram_distance,0.5491030146106899
6,two_gram_distance,0.40289051672936055
6,absolute_event_distribution,881.4475553184349
6,relative_event_distribution,91.52233120984269
6,circadian_event_distribution,4.869130127213953
6,arrival_event_distribution,942.8876404494382
6,cycle_time_distribution,670.943820224719
7,three_gram_distance,0.5631883516893784
7,two_gram_distance,0.41971605678864227
7,absolute_event_distribution,900.0337650594694
7,relative_event_distribution,75.1136850574505
7,circadian_event_distribution,4.615139078341031
7,arrival_event_distribution,952.7640449438202
7,cycle_time_distribution,652.2640449438202
8,three_gram_distance,0.5446313065976714
8,two_gram_distance,0.39980217606330365
8,absolute_event_distribution,902.265642575928
8,relative_event_distribution,91.3566038620173
8,circadian_event_distribution,4.500861869205842
8,arrival_event_distribution,972.6573033707865
8,cycle_time_distribution,638.7640449438203
9,three_gram_distance,0.5514746800222593
9,two_gram_distance,0.4144985104270109
9,absolute_event_distribution,899.7687283962829
9,relative_event_distribution,60.66543353194385
9,circadian_event_distribution,4.910034230516073
9,arrival_event_distribution,938.6404494382024
9,cycle_time_distribution,548.9494382022473
