run_num,metric,distance
0,three_gram_distance,0.9280311712124685
0,two_gram_distance,0.8469556977019663
0,absolute_event_distribution,635.1314313431611
0,relative_event_distribution,643.1888853821546
0,circadian_event_distribution,2.001363738284581
0,arrival_event_distribution,108.50704225352112
0,cycle_time_distribution,1331.6760563380283
1,three_gram_distance,0.9236916731116267
1,two_gram_distance,0.8340915172598341
1,absolute_event_distribution,348.59062122643985
1,relative_event_distribution,337.5457177065286
1,circadian_event_distribution,2.1231117953746286
1,arrival_event_distribution,107.38028169014083
1,cycle_time_distribution,999.6197183098591
2,three_gram_distance,0.9269044473800088
2,two_gram_distance,0.8445454545454546
2,absolute_event_distribution,585.5796745824857
2,relative_event_distribution,596.101180611557
2,circadian_event_distribution,2.100085246153323
2,arrival_event_distribution,106.87323943661971
2,cycle_time_distribution,1443.2957746478874
3,three_gram_distance,0.9163895486935867
3,two_gram_distance,0.8279252704031466
3,absolute_event_distribution,526.3549743575511
3,relative_event_distribution,515.1308157486964
3,circadian_event_distribution,1.9947173261602087
3,arrival_event_distribution,108.05633802816901
3,cycle_time_distribution,1251.352112676056
4,three_gram_distance,0.9188823794502028
4,two_gram_distance,0.8389199255121043
4,absolute_event_distribution,536.0355977818895
4,relative_event_distribution,412.9320675619832
4,circadian_event_distribution,2.0797210727590603
4,arrival_event_distribution,79.02816901408451
4,cycle_time_distribution,1219.9577464788733
5,three_gram_distance,0.9241902136457616
5,two_gram_distance,0.8432676323913559
5,absolute_event_distribution,811.2823236169312
5,relative_event_distribution,796.5720183937287
5,circadian_event_distribution,2.0805255955936937
5,arrival_event_distribution,98.77464788732394
5,cycle_time_distribution,1510.0140845070423
6,three_gram_distance,0.9313795568263045
6,two_gram_distance,0.849075215782984
6,absolute_event_distribution,636.4025519339858
6,relative_event_distribution,632.9817148136657
6,circadian_event_distribution,2.054958963521826
6,arrival_event_distribution,85.64788732394365
6,cycle_time_distribution,1484.8591549295775
7,three_gram_distance,0.9293466695041498
7,two_gram_distance,0.8398068904981347
7,absolute_event_distribution,620.2928012078866
7,relative_event_distribution,582.7364403492915
7,circadian_event_distribution,1.9404736223536627
7,arrival_event_distribution,40.53521126760563
7,cycle_time_distribution,1464.295774647887
8,three_gram_distance,0.9324543141337035
8,two_gram_distance,0.8483616359722554
8,absolute_event_distribution,822.3811419201584
8,relative_event_distribution,698.5593753564232
8,circadian_event_distribution,2.0830202686510786
8,arrival_event_distribution,45.47887323943662
8,cycle_time_distribution,1519.0281690140846
9,three_gram_distance,0.924537037037037
9,two_gram_distance,0.8477740545715653
9,absolute_event_distribution,840.9343050377327
9,relative_event_distribution,732.162932526851
9,circadian_event_distribution,1.9789126770268346
9,arrival_event_distribution,46.732394366197184
9,cycle_time_distribution,1315.6760563380278
